링크,작가,내용,타이틀,할인율,할인된 가격,원본 가격,카테고리,이미지 URL,이미지 파일명
https://product.kyobobook.co.kr/detail/S000000478177,존 윌리엄스,"1965년 미국에서 발표된 후 오랜 시간 독자들에게 잊혀졌던 작품이 유럽 출판계와 평론가, 독자들의 열렬한 반응을 이끌어내며 베스트셀러가 되었다. 50년의 시차를 뛰어넘어 미국과 유럽 그리고 전 세계의 마음을 사로잡은 작품, 『스토너』의 이야기다. 농부의 아들로 태어나 문학을 사랑했으며 묵묵히 자신의 길을 가고자 했던 윌리엄 스토너. 세상의 기준에서 실패자와 다른 없는 삶을 산 한 남자의 이야기가 발표된 지 50년이 지난 지금 다시 주목 받은 이유는 무엇일까. 농업을 배우기 위해 대학에 진학해 영문학개론 수업에서 접한 셰익스피어의 일흔세 번째 소네트를 접한 후 문학을 사랑하게 된 스토너는 고향에 돌아가는 대신 대학에 남아 영문학도의 길을 택한다. 사랑하는 여인과 결혼해 가정을 이루고 교수가 되지만 어느 순간 가족과 동료들로부터 고립되어 슬프고 쓸쓸한 삶을 살아간다. 세계대전과 대공황 속에서도 개인적인 불행과 사랑의 실패에 시달리면서도, 갑작스러운 병마와 싸우면서도 그는 일생을 바친 자신의 연구처럼 마지막까지 자기 자신으로 살고자 한다. 자신의 일생을 통해 무언가를 증명하려는 듯 말이다. 언뜻 초라한 실패담에 불과해 보이는 소박한 이야기이지만 작가 존 윌리엄스는 스토너의 삶을 조금 다르게 그려냈다. 특유의 집요하리만치 세밀한 서술로 이 특별할 것 없는 남자의 인생을 진실하고 강렬하게 묘사하며 독자들로 하여금 주인공 스토너에 깊이 공감하게 만들었다. 비록 저자가 그려낸 스토너의 삶은 쓸쓸했지만 우리는 누구나 철저히 혼자라는 인생의 진리를, 사는 모습은 달라도 우리는 누구나 스토너임을, 우리의 일생에 인생의 모든 빛나는 순간이 담겨 있을 수 있음을 깨닫게 해줬다. 바로 이것이 스토너의 삶에 귀 기울이는 이유이자 뜨거운 감동의 근원일 것이다.",스토너,10%,"15,120원","16,800원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788925554990.jpg,9788925554990.jpg
https://product.kyobobook.co.kr/detail/S000216345011,이재구,"이재구의『포기할 자유』는 3대에 걸친 한 가족의 몰락과 부흥하는 과정에서 인간의 욕망과 나약함 그리고 탐욕과 시기와 질투심이 삶을 어떻게 지배하는지 리얼하게 그리고 있다. 정미소 화재로 고향에서 쫓겨난 상준과 평산댁은 자식들을 잘 키워 환고향하겠다는 욕망으로 고달픈 삶을 지탱해 나간다. 끼니를 잇기 힘들지만 집안을 일으켜야 한다는 상준과 평산댁의 가르침으로 자식들은 의기투합하고 우애 있게 지낸다. 그러나 형편이 좋아지면 자신의 몫을 더 차지하려는 것은 인간의 속성이다. 소설 속에 등장하는 평산댁의 자식들도 예외일 수가 없다. 피보다 이념, 이념보다 돈을 좇는 형제들의 반목과 갈등을 통해서 치유 불가능한 환부를 드러내고 있다. 형제간의 시기와 질투는 이성을 마비시켰고, 거기에 돈까지 더해져서 형제들의 참혹한 전쟁이 시작된다. 이재구 작가의 첫 장편 소설 『포기할 자유』는 지배 이데올로기가 된 자본과 종교의 프리즘을 통해서 지속 가능한 희망이 있는지를 치열하게 묻는 현대인의 욕망 연구서이다.",포기할 자유,10%,"16,650원","18,500원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788957753354.jpg,9788957753354.jpg
https://product.kyobobook.co.kr/detail/S000216111714,성해나,"2024·2025 젊은작가상, 2024 이효석문학상 우수작품상 수상작 수록 작품마다 치밀한 취재와 정교한 구성을 바탕으로 한 개성적인 캐릭터와 강렬하고도 서늘한 서사로 평단과 독자의 주목을 고루 받으며 새로운 세대의 리얼리즘을 열어가고 있다 평가받는 작가 성해나가 두번째 소설집 『혼모노』를 선보인다. 성해나는 2024·2025 젊은작가상, 2024 이효석문학상 우수작품상, 2024 김만중문학상 신인상 등 다수의 문학상을 연달아 수상하고 온라인 서점 예스24가 선정한 ‘2024 한국문학의 미래가 될 젊은 작가’ 투표에서 1위로 선정되는 등 이미 그 화제성을 증명한 바 있다. 첫 소설집 『빛을 걷으면 빛』(문학동네 2022)에서 타인을 이해하려는 시도를 부드럽고 따스한 시선으로 담아내고, 첫 장편소설 『두고 온 여름』(창비 2023)에서 오해와 결별로 얼룩진 과거에 애틋한 인사를 건네고자 했던 그가 『혼모노』에 이르러 더욱 예리해진 문제의식과 흡인력 넘치는 서사를 통해 지역, 정치, 세대 등 우리를 가르는 다양한 경계를 들여다보며 세태의 풍경을 선명하게 묘파해낸다. 특히 이번 소설집에는 지난해 끊임없이 호명되며 문단을 휩쓸었다 해도 과언이 아닐 표제작 「혼모노」를 비롯해 작가에게 2년 연속 젊은작가상을 선사해준 「길티 클럽: 호랑이 만지기」, 이 계절의 소설과 올해의 문제소설에 선정된 「스무드」 등이 수록되어 더욱 눈길을 끈다. “작가의 ‘신명’이라 불”릴(추천사, 이기호) 만큼 “질투 나는 재능”(추천사, 박정민)으로 빛나는 『혼모노』, 그토록 기다려왔던 한국문학의 미래가 바로 지금 우리 앞에 도착해 있다.",혼모노,10%,"16,200원","18,000원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788936439743.jpg,9788936439743.jpg
https://product.kyobobook.co.kr/detail/S000211613549,ETS,"1. 실제 기출문제 전격 공개! 이 책에는 정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 기출문제로 실전 감각을 키워 시험에 확실하게 대비하자! 2. 실제 정기시험 성우 음성으로 실전 대비! 이 책에 수록된 10세트의 LC 음원은 모두 정기시험 성우의 음원이다. 시험장에서 듣게 될 음성으로 공부하면 까다로운 영국식, 호주식 발음도 걱정 없다. 또한 강도 높은 학습을 위해 고속 버전과 소음 버전을 추가로 제공하며, YBM북스닷컴 출판 홈페이지 www.ybmbooks.com에서 무료로 다운로드 가능하다. 3 고난도 문항 무료 동영상 강의! 교재 내 QR코드는 해당 회차의 무료 동영상 강의로 연결된다. 오답률 높은 고난도 문항을 친절한 해설 강의와 함께 완벽 마스터하자! 4. 정확한 스크립트와 기출 포인트를 꿰뚫는 해설! 최신 출제경향을 가장 정확하게 알 수 있는 기출문제를 풀고 정확한 스크립트와 출제 포인트가 보이는 명쾌한 해설로 토익을 정복해 보자! 5. ETS가 제공하는 표준 점수환산표 출제기관 ETS의 최신 표준 점수환산표를 제공한다. 채점한 뒤 환산표를 통해 자신의 진짜 실력을 가늠해 보고 앞으로의 학습 방향을 설정해 보자! 6. ETS 토익 온라인/모바일 학습 지원! 온라인 학습 커뮤니티(www.etstoeicbook.co.kr)를 통해 교재 소개 및 학습 콘텐츠, 정기시험 대비특강을 지원한다. 또한 MP3 및 동영상 강의, 기출어휘 단어장, 기출테스트 채점/분석 등을 지원하는 토익 필수템 'ETS 토익기출 수험서 어플'로 보다 스마트하게 학습해 보자!",ETS 토익 정기시험 기출문제집 1000 Vol 4 LC(리스닝),10%,"17,820원","19,800원",외국어,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788917239492.jpg,9788917239492.jpg
https://product.kyobobook.co.kr/detail/S000200550189,정대건,"2020년 《한경신춘문예》에 장편소설 『GV 빌런 고태경』이 당선되어 작품 활동을 시작한 소설가 정대건의 두 번째 장편소설 『급류』가 오늘의 젊은 작가 시리즈 40번으로 출간되었다. 『급류』는 저수지와 계곡이 유명한 지방도시 ‘진평’을 배경으로, 열일곱 살 동갑내기인 ‘도담’과 ‘해솔’의 만남과 사랑을 그린 소설이다. 아빠와 함께 수영을 하러 갔던 도담이 한눈에 인상적인 남자아이 ‘해솔’이 물에 빠질 뻔한 것을 구하러 뛰어들며 둘의 인연은 시작된다. 운명적이고 낭만적으로 보이는 첫 만남 이후 둘은 모든 걸 이야기하고 비밀 없는 사이가 되지만, 그 첫사랑이 잔잔한 물처럼 평탄하지만은 않다. 모르는 사이에 디뎌 빠져나올 수 없이 빨려드는 와류처럼 둘의 관계는 우연한 사건으로 다른 국면을 맞이한다. 도담과 해솔의 관계가 연인으로 발전하던 어느 날, 해솔의 엄마와 도담의 아빠가 불륜 관계인 듯한 정황이 드러나고 이에 화가 난 도담은 그 둘이 은밀히 만나기로 한 날 밤 랜턴을 들고 그들의 뒤를 밟는다. 그리고 그곳에서 생각지도 못한 사고가 벌어진다. 그날 이후, 진평에서 오직 서로가 전부이던, 나누지 못할 비밀이 없던 도담과 해솔의 관계와 삶은 순식간에 바뀌어 버린다. 해솔의 엄마와 도담의 아빠는 어떤 관계였던 걸까? 그 날, 그 밤 도담과 해솔은 어떤 일을 겪게 된 걸까?",급류,10%,"12,600원","14,000원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788937473401.jpg,9788937473401.jpg
https://product.kyobobook.co.kr/detail/S000211613551,ETS,"1. 실제 기출문제 전격 공개! 이 책에는 정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 최신 기출문제로 실전 감각을 키워 시험에 확실하게 대비하자! 2. 고난도 문항 무료 동영상 강의! 교재 내 QR코드는 해당 회차의 무료 동영상 강의로 연결된다. 오답률 높은 고난도 문항을 친절한 해설 강의와 함께 완벽 마스터하자! 3. 기출 포인트를 꿰뚫는 해설! 최신 출제경향을 가장 정확하게 알 수 있는 기출문제를 풀고 출제 포인트가 보이는 명쾌한 해설로 토익을 정복해 보자! 4 ETS가 제공하는 표준 점수환산표 출제기관 ETS의 최신 표준 점수환산표를 제공한다. 채점한 뒤 환산표를 통해 자신의 진짜 실력을 가늠해 보고 앞으로의 학습 방향을 설정해 보자! 5. ETS 토익 온라인/모바일 학습 지원! 온라인 학습 커뮤니티(www.etstoeicbook.co.kr)를 통해 교재 소개 및 학습 콘텐츠, 정기시험 대비특강을 지원한다. 또한 동영상 강의, 기출어휘 단어장, 기출테스트 채점/분석 등을 지원하는 토익 필수템 'ETS 토익기출 수험서 어플'로 보다 스마트하게 학습해 보자!",ETS 토익 정기시험 기출문제집 1000 Vol 4 RC(리딩),10%,"17,820원","19,800원",외국어,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788917239508.jpg,9788917239508.jpg
https://product.kyobobook.co.kr/detail/S000215767502,김종원,"오랜 시간 동안 필사를 강조한 120만 독자의 멘토 김종원 작가가 지난 40대를 돌아보며 ‘진정한 어른이 되기 위해서 무엇이 필요한가’에 대한 자신의 진솔한 생각을 단 한 권의 필사책으로 집필했다. 《어른의 품격을 채우는 100일 필사 노트》는 저자가 20년간 연구한 철학을 토대로, 저자의 경험에서 끌어올린 조언과 위로를 아낌없이 담았다. 이 책을 통해 독자는 인간관계, 처세술, 감정 관리 등 우리의 삶을 관통하는 지혜를 직접 필사하며 얻을 수 있으며, 10일 단위로 저자가 던지는 인생 질문을 통해 삶을 점검하고 방향성을 재정립할 수 있다. 김종원 작가는 내면을 들여다보기에 필사만큼 좋은 도구는 없다고 이야기한다. 필사는 타인의 글을 통해 자신의 삶과 감정을 돌아보도록 돕는 지적인 도구이기 때문이다. 이미 김종원 작가의 글로 하루하루를 필사로 채워온 120만 독자가 필사의 힘을 증명한다. 필사하는 삶은 반드시 달라진다. 오늘부터 중요하지 않은 것들에 인생을 소모하지 않도록, 나를 채우는 100일의 필사를 시작해 보자.",어른의 품격을 채우는 100일 필사 노트,10%,"18,000원","20,000원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193842287.jpg,9791193842287.jpg
https://product.kyobobook.co.kr/detail/S000215008576,최태성,"오랜 연구와 검증으로 한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였습니다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였습니다. 또한, 한능검 기출문제를 모두 분석한 후, 기출 선택지를 이용한 별 채우기 문제를 수록하여 자연스럽게 기출 선택지가 기억될 수 있도록 하였고, 반복적으로 출제되는 주제의 최신 기출문제를 꼼꼼하고 친절한 해설과 함께 담아 실전에 대비할 수 있도록 하였습니다. 여기에 한국사 연표와 지역의 역사를 담은 지도를 통해 한국사 흐름잡기가 더욱 쉬울 것입니다.","2025 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1, 2, 3급)(상)",10%,"14,850원","16,500원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791138928113.jpg,9791138928113.jpg
https://product.kyobobook.co.kr/detail/S000215008583,최태성,"오랜 연구와 검증으로 한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였습니다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였습니다. 또한, 한능검 기출문제를 모두 분석한 후, 기출 선택지를 이용한 별 채우기 문제를 수록하여 자연스럽게 기출 선택지가 기억될 수 있도록 하였고, 반복적으로 출제되는 주제의 최신 기출문제를 꼼꼼하고 친절한 해설과 함께 담아 실전에 대비할 수 있도록 하였습니다. 여기에 한국사 연표와 지역의 역사를 담은 지도를 통해 한국사 흐름잡기가 더욱 쉬울 것입니다.","2025 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급)(하)",10%,"14,400원","16,000원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791138928120.jpg,9791138928120.jpg
https://product.kyobobook.co.kr/detail/S000216468361,김찬희(김진짜),"*서울대 출신 90만 유튜버 김진짜의 첫 책 *유튜브 콘텐츠 기획, 제작 팁 수록 이 책은 구독자 수 90만 유튜버 김진짜의 좌절기이자 원하는 삶을 이루어 내기까지의 생각들을 담은 분투기이다. 수험생 시절 서울대 체육교육과 입시 실패, 영국에 가서 4부 리그 이상 축구팀의 코치가 되려 했으나 또 실패, 구독자 수 36만 유튜브 채널 삭제. 그럼에도 축구의 끈을 놓지 않은 이유는 과거 원치 않는 임용고시와 사업에 도전해 봤기 때문이다. ‘재미없는 일을 해서 성공하면 평생 그 일을 해야 한다.’ 그리고 지금, 김진짜는 구독자 수 90만의 축구 유튜버가 되었다. 한평생 사랑해 온 축구로 결국 지속 가능한 삶을 일구어 낸 것이다. 이 책에는 실패투성이 김진짜가 도전을 지속하게 해준 생각과 깨달음들을 담았다. 하고 싶은 일을 찾는 법부터 실패를 극복하는 법, 인간관계, 가족과 사랑, 진정한 행복은 무엇인가 하는 것까지. 애써 외면 중인 꿈이 있다면 진짜의 생각들을 들어보자. 생각을 조금만 바꾸어 보면 실패는 끝이 아니며, 삶 곳곳에 힌트가 숨어 있다는 사실을 깨닫게 될 것이다.",진짜의 마인드,10%,"16,650원","18,500원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193650189.jpg,9791193650189.jpg
https://product.kyobobook.co.kr/detail/S000216290118,조셉킴,"열심히 살았을 뿐인데 덜컥 아픔이 찾아온 이들이 있다. 도대체 왜 이런 아픔이 찾아온 걸까? 《아프도록 수고한 당신에게 건강지속력》은 전 세계 수많은 사람들이 던져 온 이 질문에 대해 자기돌봄의학 전문가 조셉킴 박사가 환자 한 사람 한 사람에게 답해 온 이야기들을 모은 책이다. 누구나 아픔을 이겨 내고 건강을 지속시키는 ‘건강지속력’을 타고난다. 다만 이 힘은 매일 내 마음과 몸을 돌볼 때 발휘된다. 내가 아픈 건 아프도록 수고하며 살아온 나에게 보내는 몸의 신호다. 이제 자기돌봄을 통해 다시 건강지속력을 회복시키면 된다. 이 책은 실제 사례와 경험을 바탕으로 나의 아픔이 수고였음을 깨닫게 하고, 나와 내 삶을 건강하게 돌보는 방법을 알려 준다. 자기돌봄의학 창시자, 의사들의 교육자 조셉킴 박사와 함께, 지금 바로 실천에 옮길 수 있는 자기돌봄의 비법들을 챙겨 보자!",아프도록 수고한 당신에게 건강지속력,10%,"16,200원","18,000원",건강,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791163144069.jpg,9791163144069.jpg
https://product.kyobobook.co.kr/detail/S000216485879,박근호,"번아웃으로 갑자기 떠난 파리에서 발견한 뜻밖의 행복을 기록한 19편의 에세이. 〈비밀편지〉, 〈당신이라는 자랑〉으로 많은 사랑을 받아온 박근호 작가가 이번에는 조금 특별한 이야기를 가지고 돌아왔다. 〈사는 동안 틈틈이 행복합시다〉는 무작정 떠난 낯선 여행지에서 만난 작고 특별한 순간들을 통해 일상 속의 진정한 행복을 재발견하는 과정을 그려낸다. 이 책이 특이한 점은 여행 에세이지만 사진은 하나도 들어가 있지 않다는 것이다. 박근호 작가는 파리라는 장소보다는 그곳에서 재발견한 행복에 초점을 맞추기 위해 과감하게 사진을 넣지 않았다. 여행이 주는 묵직한 느낌을 그대로 선사하기 위해 글의 개수를 줄이고 글 한 편의 길이를 늘리는 방식을 택했다. 《사는 동안 틈틈이 행복합시다》는 행복이라는 추상적이고 어쩌면 뻔한 주제에 대해 다시 한번 생각해볼 수 있는 통찰을 제공한다. 나 자신을 사랑해야 한다, 인생을 즐겨야 한다, 행복해야 한다. 세상에는 수많은 격언이 있다. 하지만 그 격언을 진심으로 받아들이는 건 전혀 다른 일이다. 먹고 사는 게 바빠지면 나 자신은 언제나 가장 후순위가 되며 마음이 지치면 행복은커녕 쓰러지듯 잠들기 바쁘다. 이 책은 행복을 단지 막연한 목표로 설정하지 않고, 멀리 떠난 곳에서 다시 가까운 일상을 바라보며 평범한 하루 속에서 충분히 행복할 수 있다는 가능성을 제시한다. 〈사는 동안 틈틈이 행복합시다〉는 일상에서 쉽게 지나쳐 버렸던 순간들 무심히 놓쳤던 감정들이 사실 얼마나 큰 의미를 가지고 있었는지를 차분히 되짚어 준다. 독자들은 이 책을 통해 자신이 가진 삶의 소중한 부분들을 새삼 발견하게 된다. 지치고 힘든 날, 문득 삶이 무의미하게 느껴질 때 이 책을 펼쳐보자. 멀리 떠난 작가의 이야기가 가까운 내 삶에 작은 위로와 따뜻한 용기를 전해줄 것이다. 삶이 바쁘다고 행복을 자꾸 미루지 말자. 지금 내 곁에 머물러 있는 소박한 행복이야말로 삶을 가장 풍요롭게 만드는 힘이라는 것을 이 책을 통해 깨닫게 될 것이다.",사는 동안 틈틈이 행복합시다,10%,"16,020원","17,800원",시/에세이,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791192559070.jpg,9791192559070.jpg
https://product.kyobobook.co.kr/detail/S000216507425,황석희,"영화 〈데드풀〉, 〈콜 미 바이 유어 네임〉, 〈보헤미안 랩소디〉, 〈에브리씽 에브리웨어 올 앳 원스〉에는 공통점이 있다. 정답으로 ‘메가 히트작’을 떠올렸다면 그것도 맞다. 하지만 다른 하나가 더 있다. 바로, 이 영화들의 한국어 자막이 모두 같은 번역가의 손에서 탄생했다는 것이다. 예상했겠지만 바로 황석희 번역가다. 대중에게 친근하게 와 닿는 재기발랄한 번역으로 잘 알려진 그가 이번에는 영화가 아닌 현실 세계를 번역한다. 흔히 번역이라고 하면 영어에서 한국어, 한국어에서 프랑스어와 같이 서로 다른 언어들 사이의 번역만을 떠올리기 쉽다. 그럼 같은 한국어끼리는 어떨까. 오늘날 우리는 서로의 말을 문제없이 이해하며 소통하고 있을까. 황석희 번역가의 신간 《오역하는 말들》은 번역가의 시선에서 조금 더 예민하게 바라본 일과 일상 속 오역들에 대한 이야기다. 20년간 번역 일을 해 왔지만 “계속 나를 단속하지 않으면 별 생각 없이 번역체를 쓰고 넘어가 버린다.”라며 익숙한 문장 하나도 허투루 지나치지 않으려 애쓰는 그는 같은 시선으로 주변을 바라본다. “우리끼리는 좀 더 애정을 쏟아 서로의 원문을 살펴야 하지 않을까.” 하며 내 곁에 있는 가족과 소중한 사람들의 말에 귀 기울이고, “누굴 욕하든 궁지에 몰든 몰아붙이든 그 사람이 숨이라도 한번 크게 쉬도록 그의 남은 땅은 침범하지 말아야 한다.”며 언제부턴가 서로 지적하기에 급급한 사회를 유심히 들여다본다. 우리는 주변만 오역하는 게 아니다. 때로는 나의 진의조차 오역한다. 그래서 그는 세상에 치일 때일수록 자신의 여정을 오역하지 말라는 위로의 말도 잊지 않는다. 드라마 〈파친코〉, 영화 〈에브리씽 에브리웨어 올 앳 원스〉 등을 번역할 때의 비하인드는 번역에 관심 있거나 영화를 좋아하는 사람들에게 더욱 흥미로울 에피소드다. 일상에서 오가는 무수한 말들은 결국 각자의 언어로 번역된다. 하지만 “삶은 이토록 모순적이고 불가해하다. 감히 번역해 낼 수 없을 만큼”이라는 그의 고백에서 보듯 삶에서 마주하는 순간들은 때때로 그 어떤 난해한 대사보다 더 번역하기 어렵다. 자막이라는 한정된 글자 수 안에 원문의 의미를 해치지 않고 온전히 담아내는 일은 쉽지 않다. 바쁜 현대 사회에서 어쩌면 우리도 서로의 말을 한정된 용량 안에 너무 서둘러 담느라 오역하고 있는 건 아닐까. 책 속에 남긴 작가의 메시지처럼 이 책을 통해 “우리 모두 서로에게 조금 더 다정한 번역가”가 될 수 있길 바라본다.",오역하는 말들,10%,"15,120원","16,800원",시/에세이,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791170612599.jpg,9791170612599.jpg
https://product.kyobobook.co.kr/detail/S000214465905,유발 하라리,"글로벌 베스트셀러 《사피엔스》 《호모 데우스》 《21세기를 위한 21가지 제언》으로 우리 시대 가장 중요한 사상가의 반열에 오른 유발 하라리 교수가 압도적 통찰로 AI 혁명의 의미와 본질을 꿰뚫어 보고 인류에게 남은 기회를 냉철하게 성찰하는 신작으로 돌아왔다. 생태적 붕괴와 국제정치적 긴장에 이어 친구인지 적인지 모를 AI 혁명까지, 인간 본성의 어떤 부분이 우리를 자기 파괴의 길로 내모는 것일까? AI는 이전 정보 기술과 무엇이 다르고, 왜 위험할까? 멸종을 향해 달려가는 가장 영리한 동물, 우리 사피엔스는 생존과 번영의 길을 찾을 수 있을까? 상아탑 속 자신의 방에만 안주하지 않고 정치학, 종교학, 매체학, 진화생물학, 컴퓨터과학 등 다양한 학제 간 지식을 습득해온 하라리 교수의 독창적인 역사적 시각과 스토리텔링은 인류를 위한 중요한 선택의 순간에 빛을 발한다. 《사피엔스》 《호모 데우스》에서 펼쳤던 그의 논지가 ‘정보’를 중심으로 통합되어 더 정교하게 실체를 드러내는 《넥서스》에서 우리는 하라리 교수의 도저한 ‘현실주의’적 해법을 만난다. 비인간 지능이 우리의 존재를 위협하는 현재, 우리는 실수할 여유가 없다.",넥서스,10%,"25,020원","27,800원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194330424.jpg,9791194330424.jpg
https://product.kyobobook.co.kr/detail/S000213913377,일홍,"10만 독자의 행복을 채집해 줄 일홍 작가의 응원 하루를 버텨 내는 긍정과 용기의 문장들 오늘 당신은 어떤 하루를 보냈을까. 계획했던 일이 틀어지지는 않았는지, 노력했던 일을 해내지 못하진 않았는지, 그런 스스로가 괜히 나약해 보이지는 않았는지. 어쩌다 했던 작은 실수가 눈앞에 어른거리기도 하겠다. 하루를 열심히 살아 내고 또 나아가고자 도전하는 당신에게 틀림없는 행복이 찾아올 거라 확신을 주는 『행복할 거야 이래도 되나 싶을 정도로』. 매일을 버텨 내고 있는 당신이 가슴 깊이 새겨 두면 좋을 글이 가득하다. 『그게 너였으면 좋겠다』, 『잘 살고 싶은 마음이 어렵게 느껴질 때』로 수많은 독자의 사랑을 받은 작가 일홍, 이번에는 일상 속에서 애쓰고 있는 당신의 낮과 밤에 행복을 불어넣어 주고자 펜을 들었다. 『행복할 거야 이래도 되나 싶을 정도로』는 당신에게 삶을 긍정하는 방법을 선명하게 열어 줄 안내서가 되어 줄 것이다. 삶의 어쩔 수 없는 좌절과 마음의 소란을 버텨 내는 노력이, 독자로 하여금 깊은 공감을 하게 만들고 그 공감은 나 홀로 힘든 게 아니라는 위안이 되어 줄 것이다. 더 나은 이가 되려 노력하는 당신의 곁에 행복이 항상 존재함을 깨달았으면 하는 마음이다. 이 도서의 한 페이지를 펼치면 지금보다 더 괜찮은 하루를 살아갈 수 있다는 단단한 믿음과 그 시간을 응원하는 글들이 반겨 줄 것이다. 감성적인 문장과 위로의 메시지에는 당신의 인생이 빛나고 있음을 확신하고 있다. 당신이 매시간 얼마나 힘쓰고 있는지 누구보다도 잘 안다고, 그러니 그 애씀의 끝에는 마침내 믿을 수 없을 만큼의 행복이 펼쳐질 거라고. 그렇게 다정하면서도 공감할 수 있는 문장들로 작가는 당신의 지친 마음을 보듬어 주고자 한다. 당신의 열정은 헛되지 않았다. 그 기간은 더욱 성숙한 당신으로 변화하기 위한 나날들이었다고. “행복은 고생 끝에 오는 게 아니라 처음부터 끝까지 언제나 존재하는 것.” 작가는 ‘지금 무엇이든 행복이라 느낄 수 있다면, 언제나 행복할 수 있다는 것을 명심하며 살아가려 한다.’라고 말한다. 당신도 다양한 곳에서 행복을 찾으면 매일이 안온할 테다. 그렇게 오늘 하루도 괜찮았다고, 이런 행복이 끝없이 이어질 거라 믿기를. 행복을 찾지 못하고 애꿎은 곳만 두리번거리는 이의 손바닥 위에 『행복할 거야 이래도 되나 싶을 정도로』는 굳은 응원을 건네주고자 한다. 부단히 걸어온 길 위에서 반짝이는 행복을 건져 주는 유일한 도서, 『행복할 거야 이래도 되나 싶을 정도로』.",행복할 거야 이래도 되나 싶을 정도로,10%,"16,200원","18,000원",시/에세이,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791162145043.jpg,9791162145043.jpg
https://product.kyobobook.co.kr/detail/S000001897788,데일 카네기,"사람을 다루는 핵심 원리는 무엇일까? 어떻게 하면 호감 가는 사람이 될 수 있을까? 원하는 것을 얻어내는 가장 효과적인 방법은 무엇일까? 인간관계는 친구를 만들고 적을 만들지 않는 것에서 시작된다. 『데일 카네기 인간관계론』은 이런 인간관계의 핵심을 꿰뚫는다. “친구를 만들고, 사람을 설득하는 법”이라는 제목으로 1936년 출간된 데일 카네기의 책은 세기가 바뀐 지금까지도 전 세계 수많은 사람에게 영향을 끼치고 있다. 이후에 나온 모든 자기계발서가 이 책의 영향을 받았다고 해도 과언이 아니다. 세계적인 투자자 워런 버핏의 인생을 바꾼 책이자, 누구나 꼭 읽어야 할 필독서이기도 하다. 『데일 카네기 인간관계론』은 가장 단순하고 실용적인 원칙들로 복잡한 인간관계에 대한 우리의 고민을 명쾌하게 해결해준다. 이 책은 1936년 출간된 초판을 완역해 원전의 맛을 살렸다. 데일 카네기가 그 당시 무엇을 보고 어떤 생각을 하며 이 책을 썼는지 이해할 수 있게 된 셈이다. 카네기의 생생한 말과 함께 시대를 초월하고 지역을 뛰어넘은 세계적인 베스트셀러를 만나보자.",데일 카네기 인간관계론(50만부 돌파 초판 무삭제 완역본),10%,"10,350원","11,500원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791187142560.jpg,9791187142560.jpg
https://product.kyobobook.co.kr/detail/S000212773396,프리드리히 니체,"역사상 가장 위대한 철학자 중 하나로 꼽히는 프리드리히 니체의 글 가운데, 엄선하고 또 엄선한 66편의 명언을 담은 책이다.",니체 인생수업: 니체가 세상에 남긴 66가지 인생지혜(리커버 에디션),10%,"15,750원","17,500원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193282069.jpg,9791193282069.jpg
